  NO     TB   C1    K1   C2    K2   F
2399  51024    9  5696    0  5632   0
2400  48936    8  6144    0  6080   0
2401  51024    9  5696    0  5632   0
2402  51024    9  5696    0  5632   0
2403  51024    9  5696    0  5632   0
2404  52752    9  5888    0  5824   0
2405  52752    9  5888    0  5824   0
2406  52752    9  5888    0  5824   0
2407  52752    9  5888    0  5824   0
2408  55056    9  6144    0  6080   0
2409  55056    9  6144    0  6080   0
2410  51024    9  5696    0  5632   0
2411  52752    9  5888    0  5824   0
2412  52752    9  5888    0  5824   0
2413  52752    9  5888    0  5824   0
2414  55056    9  6144    0  6080   0
2415  55056    9  6144    0  6080   0
2416  55056    9  6144    0  6080   0
2417  55056    9  6144    0  6080   0
2418  57336   10  5760    0  5696   0
2419  57336   10  5760    0  5696   0
2420  59256   10  5952    0  5888   0
2421  59256   10  5952    0  5888   0
2422  61664   11  5632    0  5568   0
2423  61664   11  5632    0  5568   0
2424  61664   11  5632    0  5568   0
2425  63776   11  5824    0  5760   0
2426  63776   11  5824    0  5760   0
2427  63776   11  5824    0  5760   0
2428  66592   11  6080    0  6016   0
2429  66592   11  6080    0  6016   0
2430   2536    1  2560    0     0   0
2431   2536    1  2560    0     0   0
2432   2600    1  2624    0     0   0
2433   2600    1  2624    0     0   0
2434   2664    1  2688    0     0   0
2435   2664    1  2688    0     0   0
2436   2728    1  2752    0     0   0
2437   2728    1  2752    0     0   0
2438   2728    1  2752    0     0   0
2439   2792    1  2816    0     0   0
2440   3368    1  3392    0     0   0
2441   3368    1  3392    0     0   0
2442   3368    1  3392    0     0   0
2443   3496    1  3520    0     0   0
2444   3496    1  3520    0     0   0
2445   3496    1  3520    0     0   0
2446   3496    1  3520    0     0   0
2447   3624    1  3648    0     0   0
2448   3624    1  3648    0     0   0
2449   3624    1  3648    0     0   0
2450   4136    1  4160    0     0   0
2451   4136    1  4160    0     0   0
2452   4136    1  4160    0     0   0
2453   4264    1  4288    0     0   0
2454   4264    1  4288    0     0   0
2455   4264    1  4288    0     0   0
2456   4392    1  4416    0     0   0
2457   4392    1  4416    0     0   0
2458   4392    1  4416    0     0   0
2459   4584    1  4608    0     0   0
2460   5352    1  5376    0     0   0
2461   5352    1  5376    0     0   0
2462   5352    1  5376    0     0   0
2463   5544    1  5568    0     0   0
2464   5544    1  5568    0     0   0
2465   5544    1  5568    0     0   0
2466   5736    1  5760    0     0   0
2467   5736    1  5760    0     0   0
2468   5736    1  5760    0     0   0
2469   5736    1  5760    0     0   0
2470   6456    2  3264    0  3200   0
2471   6456    2  3264    0  3200   0
2472   6712    2  3392    0  3328   0
2473   6712    2  3392    0  3328   0
2474   6712    2  3392    0  3328   0
2475   6968    2  3520    0  3456   0
2476   6968    2  3520    0  3456   0
2477   6968    2  3520    0  3456   0
2478   6968    2  3520    0  3456   0
2479   7224    2  3648    0  3584   0
2480   7992    2  4032    0  3968   0
2481   7992    2  4032    0  3968   0
2482   8248    2  4160    0  4096   0
2483   8248    2  4160    0  4096   0
2484   8248    2  4160    0  4096   0
2485   8504    2  4288    0  4224   0
2486   8504    2  4288    0  4224   0
2487   8760    2  4416    0  4352   0
2488   8760    2  4416    0  4352   0
2489   8760    2  4416    0  4352   0
2490   9528    2  4800    0  4736   0
2491   9528    2  4800    0  4736   0
2492   9528    2  4800    0  4736   0
2493   9912    2  4992    0  4928   0
2494   9912    2  4992    0  4928   0
2495   9912    2  4992    0  4928   0
2496  10296    2  5184    0  5120   0
2497  10296    2  5184    0  5120   0
2498  10296    2  5184    0  5120   0
2499  10296    2  5184    0  5120   0
2500  11064    2  5568    0  5504   0
2501  11448    2  5760    0  5696   0
2502  11448    2  5760    0  5696   0
2503  11448    2  5760    0  5696   0
2504  11448    2  5760    0  5696   0
2505  11832    2  5952    0  5888   0
2506  11832    2  5952    0  5888   0
2507  11832    2  5952    0  5888   0
2508  12216    2  6144    0  6080   0
2509  12216    2  6144    0  6080   0
2510  12576    3  4224    0  4160   0
2511  12960    3  4352    0  4288   0
2512  12960    3  4352    0  4288   0
2513  12960    3  4352    0  4288   0
2514  13536    3  4544    0  4480   0
2515  13536    3  4544    0  4480   0
2516  13536    3  4544    0  4480   0
2517  13536    3  4544    0  4480   0
2518  14112    3  4736    0  4672   0
2519  14112    3  4736    0  4672   0
2520  14112    3  4736    0  4672   0
2521  14688    3  4928    0  4864   0
2522  14688    3  4928    0  4864   0
2523  14688    3  4928    0  4864   0
2524  15264    3  5120    0  5056   0
2525  15264    3  5120    0  5056   0
2526  15264    3  5120    0  5056   0
2527  15264    3  5120    0  5056   0
2528  15840    3  5312    0  5248   0
2529  15840    3  5312    0  5248   0
2530  15840    3  5312    0  5248   0
2531  16416    3  5504    0  5440   0
2532  16416    3  5504    0  5440   0
2533  16416    3  5504    0  5440   0
2534  16992    3  5696    0  5632   0
2535  16992    3  5696    0  5632   0
2536  16992    3  5696    0  5632   0
2537  16992    3  5696    0  5632   0
2538  17568    3  5888    0  5824   0
2539  17568    3  5888    0  5824   0
2540  18336    3  6144    0  6080   0
2541  18336    3  6144    0  6080   0
2542  19080    4  4800    0  4736   0
2543  19080    4  4800    0  4736   0
2544  19080    4  4800    0  4736   0
2545  19080    4  4800    0  4736   0
2546  19848    4  4992    0  4928   0
2547  19848    4  4992    0  4928   0
2548  19848    4  4992    0  4928   0
2549  19848    4  4992    0  4928   0
2550  20616    4  5184    0  5120   0
2551  21384    4  5376    0  5312   0
2552  21384    4  5376    0  5312   0
2553  21384    4  5376    0  5312   0
2554  21384    4  5376    0  5312   0
2555  22152    4  5568    0  5504   0
2556  22152    4  5568    0  5504   0
2557  22152    4  5568    0  5504   0
2558  22920    4  5760    0  5696   0
2559  22920    4  5760    0  5696   0
2560  23688    4  5952    0  5888   0
2561  23688    4  5952    0  5888   0
2562  23688    4  5952    0  5888   0
2563  24496    5  4928    0  4864   0
2564  24496    5  4928    0  4864   0
2565  24496    5  4928    0  4864   0
2566  25456    5  5120    0  5056   0
2567  25456    5  5120    0  5056   0
2568  25456    5  5120    0  5056   0
2569  25456    5  5120    0  5056   0
2570  26416    5  5312    0  5248   0
2571  26416    5  5312    0  5248   0
2572  26416    5  5312    0  5248   0
2573  27376    5  5504    0  5440   0
2574  27376    5  5504    0  5440   0
2575  27376    5  5504    0  5440   0
2576  28336    5  5696    0  5632   0
2577  28336    5  5696    0  5632   0
2578  28336    5  5696    0  5632   0
2579  28336    5  5696    0  5632   0
2580  28336    5  5696    0  5632   0
2581  28336    5  5696    0  5632   0
2582  28336    5  5696    0  5632   0
2583  29296    5  5888    0  5824   0
2584  29296    5  5888    0  5824   0
2585  29296    5  5888    0  5824   0
2586  29296    5  5888    0  5824   0
2587  30576    5  6144    0  6080   0
2588  30576    5  6144    0  6080   0
2589  30576    5  6144    0  6080   0
2590  29296    5  5888    0  5824   0
2591  30576    5  6144    0  6080   0
2592  30576    5  6144    0  6080   0
2593  30576    5  6144    0  6080   0
2594  30576    5  6144    0  6080   0
2595  31704    6  5312    0  5248   0
2596  31704    6  5312    0  5248   0
2597  31704    6  5312    0  5248   0
2598  31704    6  5312    0  5248   0
2599  32856    6  5504    0  5440   0
2600  32856    6  5504    0  5440   0
2601  32856    6  5504    0  5440   0
2602  34008    6  5696    0  5632   0
2603  34008    6  5696    0  5632   0
2604  34008    6  5696    0  5632   0
2605  35160    6  5888    0  5824   0
2606  35160    6  5888    0  5824   0
2607  35160    6  5888    0  5824   0
2608  35160    6  5888    0  5824   0
2609  36696    6  6144    0  6080   0
2610  36696    6  6144    0  6080   0
2611  36696    6  6144    0  6080   0
2612  36696    6  6144    0  6080   0
2613  37888    7  5440    0  5376   0
2614  37888    7  5440    0  5376   0
2615  37888    7  5440    0  5376   0
2616  37888    7  5440    0  5376   0
2617  39232    7  5632    0  5568   0
2618  39232    7  5632    0  5568   0
2619  39232    7  5632    0  5568   0
2620  39232    7  5632    0  5568   0
2621  39232    7  5632    0  5568   0
2622  40576    7  5824    0  5760   0
2623  40576    7  5824    0  5760   0
2624  40576    7  5824    0  5760   0
2625  40576    7  5824    0  5760   0
2626  42368    7  6080    0  6016   0
2627  42368    7  6080    0  6016   0
2628  42368    7  6080    0  6016   0
2629  43816    8  5504    0  5440   0
2630  42368    7  6080    0  6016   0
2631  42368    7  6080    0  6016   0
2632  43816    8  5504    0  5440   0
2633  43816    8  5504    0  5440   0
2634  43816    8  5504    0  5440   0
2635  45352    8  5696    0  5632   0
2636  45352    8  5696    0  5632   0
2637  45352    8  5696    0  5632   0
2638  46888    8  5888    0  5824   0
2639  46888    8  5888    0  5824   0
2640  45352    8  5696    0  5632   0
2641  46888    8  5888    0  5824   0
2642  46888    8  5888    0  5824   0
2643  46888    8  5888    0  5824   0
2644  46888    8  5888    0  5824   0
2645  48936    8  6144    0  6080   0
2646  48936    8  6144    0  6080   0
2647  48936    8  6144    0  6080   0
2648  48936    8  6144    0  6080   0
2649  51024    9  5696    0  5632   0
2650  48936    8  6144    0  6080   0
2651  48936    8  6144    0  6080   0
2652  51024    9  5696    0  5632   0
2653  51024    9  5696    0  5632   0
2654  51024    9  5696    0  5632   0
2655  51024    9  5696    0  5632   0
2656  52752    9  5888    0  5824   0
2657  52752    9  5888    0  5824   0
2658  52752    9  5888    0  5824   0
2659  55056    9  6144    0  6080   0
2660  52752    9  5888    0  5824   0
2661  52752    9  5888    0  5824   0
2662  52752    9  5888    0  5824   0
2663  55056    9  6144    0  6080   0
2664  55056    9  6144    0  6080   0
2665  55056    9  6144    0  6080   0
2666  55056    9  6144    0  6080   0
2667  57336   10  5760    0  5696   0
2668  57336   10  5760    0  5696   0
2669  57336   10  5760    0  5696   0
2670  55056    9  6144    0  6080   0
2671  57336   10  5760    0  5696   0
2672  57336   10  5760    0  5696   0
2673  57336   10  5760    0  5696   0
2674  57336   10  5760    0  5696   0
2675  59256   10  5952    0  5888   0
2676  59256   10  5952    0  5888   0
2677  59256   10  5952    0  5888   0
2678  61664   11  5632    0  5568   0
2679  61664   11  5632    0  5568   0
2680  57336   10  5760    0  5696   0
2681  59256   10  5952    0  5888   0
2682  59256   10  5952    0  5888   0
2683  59256   10  5952    0  5888   0
2684  61664   11  5632    0  5568   0
2685  61664   11  5632    0  5568   0
2686  61664   11  5632    0  5568   0
2687  61664   11  5632    0  5568   0
2688  63776   11  5824    0  5760   0
2689  63776   11  5824    0  5760   0
2690  66592   11  6080    0  6016   0
2691  68808   12  5760    0  5696   0
2692  68808   12  5760    0  5696   0
2693  68808   12  5760    0  5696   0
2694  71112   12  5952    0  5888   0
2695  71112   12  5952    0  5888   0
2696  71112   12  5952    0  5888   0
2697  73712   13  5696    0  5632   0
2698  73712   13  5696    0  5632   0
2699  75376   13  5824    0  5760   0
2700   2792    1  2816    0     0   0
2701   2856    1  2880    0     0   0
2702   2856    1  2880    0     0   0
2703   2856    1  2880    0     0   0
2704   2984    1  3008    0     0   0
2705   2984    1  3008    0     0   0
2706   2984    1  3008    0     0   0
2707   2984    1  3008    0     0   0
2708   2984    1  3008    0     0   0
2709   3112    1  3136    0     0   0
2710   3752    1  3776    0     0   0
2711   3752    1  3776    0     0   0
2712   3752    1  3776    0     0   0
2713   3752    1  3776    0     0   0
2714   3880    1  3904    0     0   0
2715   3880    1  3904    0     0   0
2716   3880    1  3904    0     0   0
2717   4008    1  4032    0     0   0
2718   4008    1  4032    0     0   0
2719   4008    1  4032    0     0   0
2720   4584    1  4608    0     0   0
2721   4584    1  4608    0     0   0
2722   4584    1  4608    0     0   0
2723   4584    1  4608    0     0   0
2724   4776    1  4800    0     0   0
2725   4776    1  4800    0     0   0
2726   4776    1  4800    0     0   0
2727   4776    1  4800    0     0   0
2728   4968    1  4992    0     0   0
2729   4968    1  4992    0     0   0
2730   5992    1  6016    0     0   0
2731   5992    1  6016    0     0   0
2732   5992    1  6016    0     0   0
2733   5992    1  6016    0     0   0
2734   6200    2  3136    0  3072   0
2735   6200    2  3136    0  3072   0
2736   6200    2  3136    0  3072   0
2737   6200    2  3136    0  3072   0
2738   6456    2  3264    0  3200   0
2739   6456    2  3264    0  3200   0
2740   7224    2  3648    0  3584   0
2741   7224    2  3648    0  3584   0
2742   7480    2  3776    0  3712   0
2743   7480    2  3776    0  3712   0
2744   7480    2  3776    0  3712   0
2745   7480    2  3776    0  3712   0
2746   7736    2  3904    0  3840   0
2747   7736    2  3904    0  3840   0
2748   7736    2  3904    0  3840   0
2749   7992    2  4032    0  3968   0
2750   8760    2  4416    0  4352   0
2751   9144    2  4608    0  4544   0
2752   9144    2  4608    0  4544   0
2753   9144    2  4608    0  4544   0
2754   9144    2  4608    0  4544   0
2755   9528    2  4800    0  4736   0
2756   9528    2  4800    0  4736   0
2757   9528    2  4800    0  4736   0
2758   9528    2  4800    0  4736   0
2759   9528    2  4800    0  4736   0
2760  10680    2  5376    0  5312   0
2761  10680    2  5376    0  5312   0
2762  10680    2  5376    0  5312   0
2763  10680    2  5376    0  5312   0
2764  11064    2  5568    0  5504   0
2765  11064    2  5568    0  5504   0
2766  11064    2  5568    0  5504   0
2767  11448    2  5760    0  5696   0
2768  11448    2  5760    0  5696   0
2769  11448    2  5760    0  5696   0
2770  12216    2  6144    0  6080   0
2771  12576    3  4224    0  4160   0
2772  12576    3  4224    0  4160   0
2773  12576    3  4224    0  4160   0
2774  12960    3  4352    0  4288   0
2775  12960    3  4352    0  4288   0
2776  12960    3  4352    0  4288   0
2777  12960    3  4352    0  4288   0
2778  13536    3  4544    0  4480   0
2779  13536    3  4544    0  4480   0
2780  14112    3  4736    0  4672   0
2781  14112    3  4736    0  4672   0
2782  14688    3  4928    0  4864   0
2783  14688    3  4928    0  4864   0
2784  14688    3  4928    0  4864   0
2785  14688    3  4928    0  4864   0
2786  15264    3  5120    0  5056   0
2787  15264    3  5120    0  5056   0
2788  15264    3  5120    0  5056   0
2789  15264    3  5120    0  5056   0
2790  15840    3  5312    0  5248   0
2791  16416    3  5504    0  5440   0
2792  16416    3  5504    0  5440   0
2793  16416    3  5504    0  5440   0
2794  16416    3  5504    0  5440   0
2795  16992    3  5696    0  5632   0
2796  16992    3  5696    0  5632   0
2797  16992    3  5696    0  5632   0
2798  16992    3  5696    0  5632   0
2799  17568    3  5888    0  5824   0
2800  17568    3  5888    0  5824   0
2801  18336    3  6144    0  6080   0
2802  18336    3  6144    0  6080   0
2803  18336    3  6144    0  6080   0
2804  18336    3  6144    0  6080   0
2805  18336    3  6144    0  6080   0
2806  19080    4  4800    0  4736   0
2807  19080    4  4800    0  4736   0
2808  19080    4  4800    0  4736   0
2809  19080    4  4800    0  4736   0
2810  20616    4  5184    0  5120   0
2811  20616    4  5184    0  5120   0
2812  20616    4  5184    0  5120   0
2813  21384    4  5376    0  5312   0
2814  21384    4  5376    0  5312   0
2815  21384    4  5376    0  5312   0
2816  21384    4  5376    0  5312   0
2817  22152    4  5568    0  5504   0
2818  22152    4  5568    0  5504   0
2819  22152    4  5568    0  5504   0
2820  22920    4  5760    0  5696   0
2821  23688    4  5952    0  5888   0
2822  23688    4  5952    0  5888   0
2823  23688    4  5952    0  5888   0
2824  23688    4  5952    0  5888   0
2825  24496    5  4928    0  4864   0
2826  24496    5  4928    0  4864   0
2827  24496    5  4928    0  4864   0
2828  24496    5  4928    0  4864   0
2829  25456    5  5120    0  5056   0
2830  26416    5  5312    0  5248   0
2831  26416    5  5312    0  5248   0
2832  26416    5  5312    0  5248   0
2833  26416    5  5312    0  5248   0
2834  27376    5  5504    0  5440   0
2835  27376    5  5504    0  5440   0
2836  27376    5  5504    0  5440   0
2837  27376    5  5504    0  5440   0
2838  28336    5  5696    0  5632   0
2839  28336    5  5696    0  5632   0
2840  29296    5  5888    0  5824   0
2841  29296    5  5888    0  5824   0
2842  29296    5  5888    0  5824   0
2843  29296    5  5888    0  5824   0
2844  30576    5  6144    0  6080   0
2845  30576    5  6144    0  6080   0
2846  30576    5  6144    0  6080   0
2847  30576    5  6144    0  6080   0
2848  31704    6  5312    0  5248   0
2849  31704    6  5312    0  5248   0
2850  30576    5  6144    0  6080   0
2851  31704    6  5312    0  5248   0
2852  31704    6  5312    0  5248   0
2853  31704    6  5312    0  5248   0
2854  31704    6  5312    0  5248   0
2855  32856    6  5504    0  5440   0
2856  32856    6  5504    0  5440   0
2857  32856    6  5504    0  5440   0
2858  34008    6  5696    0  5632   0
2859  34008    6  5696    0  5632   0
2860  32856    6  5504    0  5440   0
2861  32856    6  5504    0  5440   0
2862  34008    6  5696    0  5632   0
2863  34008    6  5696    0  5632   0
2864  34008    6  5696    0  5632   0
2865  34008    6  5696    0  5632   0
2866  35160    6  5888    0  5824   0
2867  35160    6  5888    0  5824   0
2868  35160    6  5888    0  5824   0
2869  35160    6  5888    0  5824   0
2870  36696    6  6144    0  6080   0
2871  36696    6  6144    0  6080   0
2872  36696    6  6144    0  6080   0
2873  37888    7  5440    0  5376   0
2874  37888    7  5440    0  5376   0
2875  37888    7  5440    0  5376   0
2876  39232    7  5632    0  5568   0
2877  39232    7  5632    0  5568   0
2878  39232    7  5632    0  5568   0
2879  39232    7  5632    0  5568   0
2880  40576    7  5824    0  5760   0
2881  40576    7  5824    0  5760   0
2882  40576    7  5824    0  5760   0
2883  40576    7  5824    0  5760   0
2884  42368    7  6080    0  6016   0
2885  42368    7  6080    0  6016   0
2886  42368    7  6080    0  6016   0
2887  42368    7  6080    0  6016   0
2888  43816    8  5504    0  5440   0
2889  43816    8  5504    0  5440   0
2890  43816    8  5504    0  5440   0
2891  43816    8  5504    0  5440   0
2892  43816    8  5504    0  5440   0
2893  45352    8  5696    0  5632   0
2894  45352    8  5696    0  5632   0
2895  45352    8  5696    0  5632   0
2896  46888    8  5888    0  5824   0
2897  46888    8  5888    0  5824   0
2898  46888    8  5888    0  5824   0
2899  46888    8  5888    0  5824   0
2900  46888    8  5888    0  5824   0
2901  46888    8  5888    0  5824   0
2902  48936    8  6144    0  6080   0
2903  48936    8  6144    0  6080   0
2904  48936    8  6144    0  6080   0
2905  48936    8  6144    0  6080   0
2906  48936    8  6144    0  6080   0
2907  51024    9  5696    0  5632   0
2908  51024    9  5696    0  5632   0
2909  51024    9  5696    0  5632   0
2910  51024    9  5696    0  5632   0
2911  51024    9  5696    0  5632   0
2912  51024    9  5696    0  5632   0
2913  52752    9  5888    0  5824   0
2914  52752    9  5888    0  5824   0
2915  52752    9  5888    0  5824   0
2916  52752    9  5888    0  5824   0
2917  55056    9  6144    0  6080   0
2918  55056    9  6144    0  6080   0
2919  55056    9  6144    0  6080   0
2920  55056    9  6144    0  6080   0
2921  55056    9  6144    0  6080   0
2922  55056    9  6144    0  6080   0
2923  57336   10  5760    0  5696   0
2924  57336   10  5760    0  5696   0
2925  57336   10  5760    0  5696   0
2926  57336   10  5760    0  5696   0
2927  59256   10  5952    0  5888   0
2928  59256   10  5952    0  5888   0
2929  59256   10  5952    0  5888   0
2930  57336   10  5760    0  5696   0
2931  59256   10  5952    0  5888   0
2932  59256   10  5952    0  5888   0
2933  59256   10  5952    0  5888   0
2934  59256   10  5952    0  5888   0
2935  61664   11  5632    0  5568   0
2936  61664   11  5632    0  5568   0
2937  61664   11  5632    0  5568   0
2938  61664   11  5632    0  5568   0
2939  63776   11  5824    0  5760   0
2940  61664   11  5632    0  5568   0
2941  61664   11  5632    0  5568   0
2942  63776   11  5824    0  5760   0
2943  63776   11  5824    0  5760   0
2944  63776   11  5824    0  5760   0
2945  63776   11  5824    0  5760   0
2946  66592   11  6080    0  6016   0
2947  66592   11  6080    0  6016   0
2948  66592   11  6080    0  6016   0
2949  66592   11  6080    0  6016   0
2950  63776   11  5824    0  5760   0
2951  63776   11  5824    0  5760   0
2952  66592   11  6080    0  6016   0
2953  66592   11  6080    0  6016   0
2954  66592   11  6080    0  6016   0
2955  66592   11  6080    0  6016   0
2956  68808   12  5760    0  5696   0
2957  68808   12  5760    0  5696   0
2958  68808   12  5760    0  5696   0
2959  71112   12  5952    0  5888   0
2960  75376   13  5824    0  5760   0
2961  75376   13  5824    0  5760   0
2962  75376   13  5824    0  5760   0
2963  75376   13  5824    0  5760   0
2964  75376   13  5824    0  5760   0
2965  75376   13  5824    0  5760   0
2966  75376   13  5824    0  5760   0
2967  75376   13  5824    0  5760   0
2968  75376   13  5824    0  5760   0
2969  75376   13  5824    0  5760   0

